year,month,Project Name,Street Name,Developer,Property Type,Locality,Total Number of Units in Project,Cumulative Units Launched to-date,Cumulative Units Sold to-date,Cumulative Units Launched but Unsold,Units Launched in the Month,Units Sold in the Month,Median Price($psm) # in the Month Number Sold By Price Range,Lowest Price ($psm) # in the Month,Highest Price ($psm) # in the Month
2007,08,THE QUARTZ,COMPASSVALE BOW,Winterhall Pte Ltd,Non-Landed,OCR,625,337,309,28,0,7,"7,104","6,588","7,449"
2007,08,THE QUINTET,CHOA CHU KANG STREET 64,FCL Choa Chu Kang Pte Ltd,Non-Landed,OCR,459,459,459,0,0,1,"5,167","5,167","5,167"
2007,08,THE RAINTREE,HINDHEDE ROAD,FCL Place Pte Ltd,Non-Landed,OCR,315,315,315,0,0,0,-,-,-
2007,08,THE REGENCY AT TIONG BAHRU,CHAY YAN STREET,United Regency Pte Ltd,Non-Landed,RCR,158,158,158,0,0,0,-,-,-
2007,08,THE RESIDENCES AT W SINGAPORE SENTOSA COVE,OCEAN WAY (SENTOSA COVE),Cityview Place Holdings Pte Ltd,Non-Landed,CCR,228,0,0,0,0,0,-,-,-
2007,08,THE RIVERINE BY THE PARK,KALLANG ROAD,Wintree Investment Pte Ltd,Non-Landed,RCR,96,96,96,0,0,0,-,-,-
2007,08,THE ROCHESTER,NORTH BUONA VISTA ROAD/ ROCHESTER PARK,UE One-North Developments Pte Ltd,Non-Landed,RCR,366,366,317,49,0,3,"15,210","13,240","16,092"
2007,08,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Glengary Pte Ltd,Non-Landed,CCR,1111,1111,1111,0,0,0,-,-,-
2007,08,THE SEA VIEW,AMBER ROAD/AMBER CLOSE/MARINE PARADE ROAD,Mer Vue Developments Pte Ltd,Non-Landed,RCR,546,546,546,0,0,0,-,-,-
2007,08,THE SEAFRONT ON MEYER,MEYER ROAD,CRL Realty Pte Ltd,Non-Landed,RCR,327,327,258,69,0,7,"15,457","14,725","17,976"
2007,08,THE SILVA GARDENS,DA SILVA LANE,Deneside Pte Ltd,Landed,OCR,5,5,4,1,0,0,-,-,-
2007,08,THE SILVER SPURZ,BRIGHTON AVENUE,Goodland Development Pte Ltd,Strata-Landed,OCR,7,7,7,0,0,0,-,-,-
2007,08,THE SIXTH AVENUE RESIDENCES,SIXTH AVENUE,Avenue Park Development Pte Ltd,Non-Landed,CCR,175,175,175,0,0,0,-,-,-
2007,08,THE SOLITAIRE,BALMORAL PARK/STEVENS ROAD,City Developments Ltd,Non-Landed,CCR,59,59,59,0,0,0,-,-,-
2007,08,THE SPRINGSIDE,JALAN ULU SELETAR/SEMBAWANG ROAD,Kallang Development Pte Ltd,Landed,OCR,147,99,97,2,0,0,-,-,-
2007,08,THE STELLAR,WEST COAST ROAD,First Bedok Land Pte Ltd,Non-Landed,OCR,162,162,162,0,0,0,-,-,-
2007,08,THE SUITES AT CENTRAL,DEVONSHIRE ROAD,Devonshire Development Pte Ltd,Non-Landed,CCR,157,157,157,0,0,0,-,-,-
2007,08,THE TATE RESIDENCES,DRAYCOTT DRIVE/CLAYMORE ROAD,Hong Leong Holdings Ltd,Non-Landed,CCR,85,85,83,2,0,0,-,-,-
2007,08,THE TREELINE,LORONG G TELOK KURAU,Roxy Homes Pte Ltd,Non-Landed,OCR,34,34,34,0,0,0,-,-,-
2007,08,THE TRESOR,DUCHESS ROAD,Keppel Land Realty Pte Ltd,Non-Landed,CCR,62,28,28,0,0,0,-,-,-
2007,08,THE TRILLIUM,KIM SENG ROAD,Lippo Land Corporation,Non-Landed,CCR,231,231,231,0,0,0,-,-,-
2007,08,THE VERMONT ON CAIRNHILL,CAIRNHILL RISE,Bukit Sembawang View Pte Ltd,Non-Landed,CCR,123,0,0,0,0,0,-,-,-
2007,08,THE VESTA,LORONG K TELOK KURAU,Tiong Aik Investments Pte Ltd,Non-Landed,OCR,20,20,20,0,0,0,-,-,-
2007,08,THE VIEW @ MEYER,MEYER ROAD,First Meyer Development Pte Ltd,Non-Landed,RCR,45,45,41,4,0,1,"20,721","20,721","20,721"
2007,08,THE VILLAS @ SENTOSA COVE,OCEAN DRIVE (SENTOSA COVE),Chiselhurst Green Pte Ltd,Landed,CCR,8,8,8,0,0,0,-,-,-
2007,08,THOMSON V ONE,SIN MING ROAD,Macly Assets Pte Ltd,Non-Landed,RCR,21,21,21,0,0,0,-,-,-
2007,08,THOMSON V TWO,JALAN TODAK,Macly Assets Pte Ltd,Non-Landed,RCR,74,74,74,0,0,0,-,-,-
2007,08,THREE BUCKLEY,BUCKLEY ROAD,Gazelle Land Pte Ltd,Non-Landed,CCR,11,0,0,0,0,0,-,-,-
2007,08,TIERRA VUE,ST. PATRICK'S ROAD,MCL Land (Properties) Pte Ltd,Non-Landed,OCR,129,129,129,0,0,0,-,-,-
2007,08,TRIBECA,KIM SENG ROAD,Guan Realty Pte Ltd,Non-Landed,CCR,175,175,175,0,0,0,-,-,-
2007,08,TURQUOISE,COVE DRIVE (SENTOSA SOUTH COVE),Ho Bee Cove Pte Ltd,Non-Landed,CCR,91,0,0,0,0,0,-,-,-
2007,08,TYRWHITT 139,TYRWHITT ROAD,Oxley Capital Pte Ltd,Non-Landed,RCR,48,48,48,0,0,0,-,-,-
2007,08,URBAN EDGE @ HOLLAND V,FORD AVENUE,WM Development Pte Ltd,Non-Landed,CCR,31,31,31,0,0,0,-,-,-
2007,08,VANADIUM,HERTFORD ROAD,Novelty Brothers Pte Ltd,Non-Landed,RCR,35,35,33,2,0,0,-,-,-
2007,08,VARSITY PARK CONDOMINIUM,WEST COAST ROAD/CLEMENTI ROAD,Clementi Complex Pte Ltd,Non-Landed,OCR,530,530,530,0,0,0,-,-,-
2007,08,VENTUNO BALMORAL,BALMORAL ROAD,CES-Balmoral Pte Ltd,Non-Landed,CCR,35,35,35,0,0,0,-,-,-
2007,08,VERDURE,HOLLAND ROAD,Bukit Sembawang View Pte Ltd,Strata-Landed / Non-Landed,CCR,75,0,0,0,0,0,-,-,-
2007,08,VERSILIA ON HAIG,IPOH LANE,Hoi Hup Realty Pte Ltd,Non-Landed,RCR,128,128,23,105,0,12,"12,648","11,819","13,358"
2007,08,VERTIS,AMBER GARDENS,HBO Investments Pte Ltd,Non-Landed,RCR,42,42,42,0,0,0,-,-,-
2007,08,VETRO,MAR THOMA ROAD,AG Development (Mar Thoma) Pte Ltd,Non-Landed,RCR,32,11,11,0,11,11,"10,689","10,183","11,593"
2007,08,VIDA,PECK HAY ROAD,Wan-Li Development Pte Ltd,Non-Landed,CCR,137,137,67,70,0,1,"27,168","27,168","27,168"
2007,08,VISIONCREST,OXLEY RISE,Winpeak Investments Pte Ltd,Non-Landed,CCR,265,265,234,31,30,2,"26,533","26,243","26,813"
2007,08,VITRA,TEMBELING ROAD,Novelty Investments Pte Ltd,Non-Landed,RCR,17,17,17,0,0,0,-,-,-
2007,08,VIZ AT HOLLAND,QUEENSWAY,Sim Lian (Holland) Pte Ltd,Non-Landed,CCR,165,165,162,3,0,0,-,-,-
2007,08,WATER TERRACE,LORONG AH SOO,Silverstein Pte Ltd,Strata-Landed,OCR,12,12,9,3,0,1,"6,405","6,405","6,405"
2007,08,WATERCOVE VILLE,SEMBAWANG ROAD,Sembawang Estates Pte Ltd,Strata-Landed,OCR,80,0,0,0,0,0,-,-,-
2007,08,WATERFALL GARDENS,FARRER ROAD,Acecharm Pte Ltd,Non-Landed,CCR,132,132,132,0,0,0,-,-,-
2007,08,WATERFORD RESIDENCE,KIM YAM ROAD,Hoi Hup Realty Pte Ltd,Non-Landed,CCR,118,118,118,0,0,0,-,-,-
2007,08,WATERMARK ROBERTSON QUAY,SAIBOO STREET/MARTIN ROAD/RODYK STREET,Hong Leong Holdings Ltd,Non-Landed,CCR,206,206,206,0,0,0,-,-,-
2007,08,WEST-N,PASIR PANJANG ROAD,Aurum Land Pte Ltd,Non-Landed,RCR,14,3,3,0,0,0,-,-,-
2007,08,WHITESHORES,PONGGOL SEVENTEENTH AVENUE,Golden Development Pte Ltd,Strata-Landed,OCR,14,0,0,0,0,0,-,-,-
2007,08,WILKIE STUDIO,86 WILKIE ROAD,City Developments Ltd,Non-Landed,CCR,40,0,0,0,0,0,-,-,-
2007,08,WILKINSON 8,WILKINSON ROAD,Success Century Pte Ltd,Strata-Landed,RCR,8,8,8,0,0,0,-,-,-
2007,08,WORTHINGTON,HAIG ROAD/ BUTTERWORTH LANE,Ban Kim Lee Development Pte Ltd,Non-Landed,RCR,30,30,30,0,0,0,-,-,-
2007,08,YEWTEE RESIDENCES,YEW TEE CLOSE/CHOA CHU KANG NORTH 6,Choice Homes Alpha Pte Ltd,Non-Landed,OCR,139,139,139,0,0,0,-,-,-
year,month,Project Name,Street Name,Developer,Property Type,Locality,Total Number of Units in Project,Cumulative Units Launched to-date,Cumulative Units Sold to-date,Cumulative Units Launched but Unsold,Units Launched in the Month,Units Sold in the Month,Median Price($psm) # in the Month Number Sold By Price Range,Lowest Price ($psm) # in the Month,Highest Price ($psm) # in the Month
2007,09,2 BELMONT,BELMONT ROAD,River Springs Pte Ltd,Non-Landed,CCR,16,0,0,0,0,0,-,-,-
2007,09,38 AMBER,AMBER ROAD,Ho Brothers Investment Pte Ltd,Non-Landed,RCR,30,0,0,0,0,0,-,-,-
2007,09,8 @ MOUNT SOPHIA,MOUNT SOPHIA,FCL Sophia Pte Ltd,Non-Landed,CCR,313,313,313,0,0,0,-,-,-
2007,09,8 @ STRATTON,STRATTON GREEN,Fairview Developments Pte Ltd,Strata-Landed,OCR,8,8,0,8,0,0,-,-,-
2007,09,8 NAPIER,NAPIER ROAD,Napier Properties Pte Ltd,Non-Landed,CCR,46,10,2,8,0,0,-,-,-
2007,09,AALTO,JALAN KECHIL,Hong Leong Holdings Ltd,Non-Landed,RCR,196,105,57,48,0,1,"16,899","16,899","16,899"
2007,09,AQUENE,JOO CHIAT PLACE/LORONG BANDANG,Deneside Pte Ltd,Non-Landed,OCR,22,22,18,4,0,2,"9,268","9,106","9,429"
2007,09,ARDMORE II,ARDMORE PARK/ANDERSON ROAD,Actbilt Pte Ltd,Non-Landed,CCR,118,118,118,0,0,0,-,-,-
2007,09,ASTOR,LENGKONG EMPAT,Astor Properties Pte Ltd,Non-Landed,OCR,55,55,50,5,0,2,"8,643","8,579","8,708"
2007,09,ATRIUM RESIDENCES,LORONG 28/LORONG 30 GEYLANG/GEYLANG ROAD,Novelty Singapore Pte Ltd,Non-Landed,RCR,142,142,142,0,0,0,-,-,-
2007,09,AXIS @ SIGLAP,EAST COAST TERRACE,Roxy Homes Pte Ltd,Non-Landed,OCR,40,40,40,0,0,0,-,-,-
2007,09,BALMORAL HILLS,BALMORAL PARK,Artesian Investments Pte Ltd,Non-Landed,CCR,62,62,62,0,0,0,-,-,-
2007,09,BARKER VILLE,BARKER ROAD,Starluck SLN Development Pte Ltd,Strata-Landed,CCR,8,0,0,0,0,0,-,-,-
2007,09,BAYOU RESIDENCE,UPPER PAYA LEBAR ROAD,349UP Pte Ltd,Non-Landed,OCR,29,20,6,14,20,6,"8,859","8,353","9,343"
2007,09,BEAUFORT ON NASSIM,NASSIM ROAD,Powerford Pte Ltd,Non-Landed,CCR,30,30,30,0,0,1,"38,750","38,750","38,750"
2007,09,BELLA VISTA,SOMMERVILLE ROAD,Ecco Development Pte Ltd,Non-Landed,OCR,16,0,0,0,0,0,-,-,-
2007,09,BELLE VUE RESIDENCES,OXLEY WALK,Winquest Investment Pte Ltd,Non-Landed,CCR,176,0,0,0,0,0,-,-,-
2007,09,BELLEZZA @ KATONG,CEYLON ROAD,Everspring Realty Pte Ltd,Non-Landed,RCR,24,24,24,0,0,0,-,-,-
2007,09,BLEU @ EAST COAST,UPPER EAST COAST ROAD,Sim Lian (East Coast) Pte Ltd,Non-Landed,OCR,62,62,62,0,0,0,-,-,-
2007,09,BLISS RESIDENCES,JALAN MASJID,One Two Holdings Pte Ltd,Non-Landed,OCR,23,23,18,5,0,0,-,-,-
2007,09,BLOSSOMS @ WOODLEIGH,WOODLEIGH CLOSE,Woodleigh Gardens Pte Ltd,Non-Landed,RCR,240,240,238,2,0,0,-,-,-
2007,09,BLUWATERS 2,JALAN LOYANG BESAR,Novelty Capital Pte Ltd,Non-Landed,OCR,71,71,47,24,0,1,"7,976","7,976","7,976"
2007,09,BOTANIKA,HOLLAND ROAD,Premiera Development Pte Ltd,Non-Landed,CCR,34,34,34,0,0,0,-,-,-
2007,09,BOTANNIA,WEST COAST PARK,City Developments Ltd/Leonie Court Pte Ltd,Non-Landed,OCR,493,493,438,55,0,10,"9,171","8,816","10,484"
2007,09,BOULEVARD VUE,ANGULLIA PARK,High Oak Properties Pte Ltd,Non-Landed,CCR,28,0,0,0,0,0,-,-,-
2007,09,BUCKLEY 18,BUCKLEY ROAD,Hong Realty Pte Ltd,Non-Landed,CCR,49,49,49,0,0,0,-,-,-
2007,09,BUCKLEY RESIDENCE,BUCKLEY ROAD,Buckley Development Pte Ltd,Non-Landed,CCR,13,13,10,3,0,0,-,-,-
2007,09,BUKIT VILLAS,WOODLANDS ROAD,Wan Fu Investments Pte Ltd,Landed,OCR,121,24,2,22,0,0,-,-,-
2007,09,CABANA,SUNRISE TERRACE,Bullion Holdings Pte Ltd,Strata-Landed,OCR,119,0,0,0,0,0,-,-,-
2007,09,CAIRNHILL RESIDENCES,CAIRNHILL CIRCLE,Cairnhill Green Pte Ltd,Non-Landed,CCR,97,97,97,0,0,0,-,-,-
2007,09,CAIRNHILL VIEW,CAIRNHILL RISE,Far East Organization Centre Pte Ltd,Non-Landed,CCR,55,0,0,0,0,0,-,-,-
2007,09,CALLIDORA VILLE,LORONG N TELOK KURAU,Primelot Properties Pte Ltd,Non-Landed,OCR,34,0,0,0,0,0,-,-,-
2007,09,CARABELLE,WEST COAST WAY,Sim Lian (West Coast) Pte Ltd,Non-Landed,OCR,338,338,338,0,0,0,-,-,-
2007,09,CARLYX GREEN,CARLISLE ROAD,World Class Land Pte Ltd,Non-Landed,RCR,12,12,12,0,0,0,-,-,-
2007,09,CASA FORTUNA,AH HOOD ROAD/JALAN RAJAH,Springlife Land Pte Ltd,Non-Landed,RCR,106,0,0,0,0,0,-,-,-
2007,09,CASA MERAH,TANAH MERAH KECHIL AVENUE,Choice Homes Beta Pte Ltd,Non-Landed,OCR,556,556,556,0,0,0,-,-,-
2007,09,CASERO @ DUNMAN,DUNMAN ROAD,Scan-Bilt Development Pte Ltd,Non-Landed,RCR,15,15,15,0,0,0,-,-,-
2007,09,CASHEW HILL,CASHEW ROAD,Lucky Realty Co Pte Ltd,Landed,OCR,31,15,9,6,0,0,-,-,-
2007,09,CELESTIA,JOO CHIAT TERRACE,Ecco Realty Pte Ltd,Non-Landed,RCR,39,0,0,0,0,0,-,-,-
2007,09,CENTURION 12,BRIGHT HILL CRESCENT,Royal Oak Development Pte Ltd,Strata-Landed,RCR,8,8,8,0,0,0,-,-,-
2007,09,CENTURION RESIDENCES,PUAY HEE AVENUE,Yi Kai Development Pte Ltd,Strata-Landed,RCR,15,15,15,0,0,0,-,-,-
2007,09,CHELSEA GROVE,BALESTIER ROAD/MARTABAN ROAD,Myriad Forte Construction Pte Ltd,Non-Landed,RCR,23,23,23,0,0,0,-,-,-
2007,09,CHESTNUT RESIDENCES,JALAN PAKIS,Success Century Development Pte Ltd,Strata-Landed,OCR,10,10,6,4,0,0,-,-,-
2007,09,CITY EDGE,MOULMEIN RISE,Leng Hoe Development Pte Ltd,Non-Landed,CCR,49,49,49,0,0,0,-,-,-
2007,09,CITY REGENCY,ST. MICHAEL'S ROAD,Fragrance Homes Pte Ltd,Non-Landed,RCR,56,56,49,7,0,0,-,-,-
2007,09,CITY SQUARE RESIDENCES,KITCHENER LINK,City Developments Ltd,Non-Landed,RCR,910,910,910,0,0,0,-,-,-
2007,09,CITYLIGHTS,JELLICOE ROAD,Woodsvale Land Pte Ltd,Non-Landed,RCR,600,600,600,0,0,0,-,-,-
2007,09,CITYVISTA RESIDENCES,PECK HAY ROAD,PH Properties Pte Ltd,Non-Landed,CCR,70,70,37,33,0,0,-,-,-
2007,09,CLEMENTIWOODS CONDOMINIUM,WEST COAST ROAD,FCL Loft Pte Ltd,Non-Landed,OCR,240,240,240,0,0,0,-,-,-
2007,09,CLIVEDEN AT GRANGE,GRANGE ROAD/JALAN ARNAP,City Developments Ltd,Non-Landed,CCR,110,55,41,14,0,0,-,-,-
2007,09,COASTAL VIEW RESIDENCES,JALAN LOYANG BESAR,Sustained Land Pte Ltd,Non-Landed,OCR,40,40,23,17,0,3,"8,977","7,556","9,612"
2007,09,CUSCADEN ROYALE,CUSCADEN WALK,Leong Hoe Development Pte Ltd,Non-Landed,CCR,46,46,46,0,0,0,-,-,-
2007,09,D' KENARIS,JALAN KENARAH/JALAN BANGAU,Grand City Investment Pte Ltd,Strata-Landed,OCR,9,9,7,2,9,7,"5,393","4,951","10,333"
2007,09,D' PALMA,LORONG MYDIN,Rosadale Pte Ltd,Non-Landed,OCR,18,18,17,1,0,0,-,-,-
2007,09,D'EVELYN,EVELYN ROAD,Eastern Development (ER) Pte Ltd,Non-Landed,CCR,24,24,20,4,0,0,-,-,-
2007,09,D'LOTUS,LORONG AMPAS,Rufiji Pte Ltd,Non-Landed,RCR,83,83,11,72,0,0,-,-,-
2007,09,D'OASIA,LORONG MELAYU,Monfort Land Pte Ltd,Non-Landed,OCR,32,32,21,11,0,1,"10,333","10,333","10,333"
2007,09,D'PAVILION,UPPER SERANGOON ROAD,MCL Land (Serangoon) Pte Ltd,Non-Landed,OCR,50,0,0,0,0,0,-,-,-
2007,09,DALLA VALE,SPRINGLEAF AVENUE,Boo Han Holdings Pte Ltd,Strata-Landed,OCR,60,36,19,17,0,1,"6,803","6,803","6,803"
2007,09,DE CENTURION,TANJONG RHU ROAD,Target Home Pte Ltd,Non-Landed,RCR,42,4,2,2,0,0,-,-,-
2007,09,DUCHESS RESIDENCES,DUCHESS AVENUE,Duchess Walk Pte Ltd,Non-Landed,CCR,120,120,119,1,0,2,"21,668","21,528","21,797"
2007,09,DUKES RESIDENCE,TAN KIM CHENG ROAD/DUKE'S ROAD,Manston Land Pte Ltd,Non-Landed,CCR,42,10,10,0,10,10,"19,569","17,244","21,700"
2007,09,DUNSFOLD 18,DUNSFOLD DRIVE,Fortune Land Pte Ltd,Strata-Landed,OCR,18,18,11,7,0,0,-,-,-
2007,09,E-SPACE,LORONG K TELOK KURAU,Fragrance Land Pte Ltd,Non-Landed,OCR,14,14,14,0,0,0,-,-,-
2007,09,EAST COAST RESIDENCES,UPPER EAST COAST ROAD,East Coast Residences @ Bayshore Pte Ltd,Non-Landed,OCR,59,0,0,0,0,0,-,-,-
2007,09,ECOVILLE,MARTABAN ROAD,Teambuild Properties Pte Ltd,Non-Landed,RCR,30,30,30,0,0,0,-,-,-
2007,09,EIGHT @ EAST COAST,EAST COAST AVENUE,East Coast Properties Pte Ltd,Strata-Landed,OCR,12,12,12,0,0,0,-,-,-
2007,09,EMPRADO SUITES,LORONG N TELOK KURAU,Infinity Development Pte Ltd,Non-Landed,OCR,16,16,16,0,0,0,-,-,-
2007,09,ESPA,CASHEW ROAD,SB (Cashew) Development Pte Ltd,Non-Landed,OCR,78,78,77,1,0,3,"9,053","8,611","9,149"
2007,09,ESTA RUBY,GUILLEMARD ROAD,Eastwood Park Pte Ltd,Non-Landed,RCR,72,0,0,0,0,0,-,-,-
2007,09,ESTILO,WILKIE ROAD,Sino Holdings (S) Pte Ltd,Non-Landed,CCR,58,58,39,19,0,3,"17,405","17,244","17,502"
2007,09,ESTIQUE,ROSE LANE,Macly Pte Ltd,Non-Landed,RCR,28,28,28,0,0,0,-,-,-
2007,09,EVERGREEN VIEW,LORONG 36 GEYLANG,Highland Developments Pte Ltd,Non-Landed,RCR,26,0,0,0,0,0,-,-,-
2007,09,FERRARIA PARK CONDOMINIUM,FLORA DRIVE,Tripartite Developers Pte Ltd,Non-Landed,OCR,472,472,448,24,0,6,"7,729","7,384","7,922"
2007,09,FLORIDA PARK (PHASE 3),YIO CHU KANG ROAD,Bullion Holdings Pte Ltd,Landed,OCR,73,18,6,12,0,0,-,-,-
2007,09,FLORIDIAN,BUKIT TIMAH ROAD,Orwin Development Ltd,Non-Landed,RCR,336,0,0,0,0,0,-,-,-
2007,09,FONTAINE PARRY,POH HUAT ROAD,Grensburg Investment Pte Ltd,Non-Landed,OCR,125,65,62,3,0,0,-,-,-
2007,09,FRUITION,MANGIS ROAD,Heritage Development Pte Ltd,Non-Landed,RCR,22,22,21,1,0,0,-,-,-
2007,09,GARDENVISTA,DUNEARN ROAD,YHS Dunearn Pte Ltd,Non-Landed,RCR,318,318,302,16,0,2,"14,381","13,164","15,597"
2007,09,GILLENIA,ROSYTH ROAD,Tiong Aik Development Pte Ltd,Non-Landed,OCR,16,0,0,0,0,0,-,-,-
2007,09,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Goodwood Residence Development Pte Ltd,Non-Landed,CCR,210,0,0,0,0,0,-,-,-
2007,09,GRAND DUCHESS AT ST PATRICK'S,ST PATRICK'S ROAD,UIC Investment Pte Ltd,Non-Landed,OCR,121,121,121,0,0,0,-,-,-
2007,09,GRANGE INFINITE,GRANGE ROAD,Grange Properties Pte Ltd,Non-Landed,CCR,68,68,15,53,68,15,"34,456","32,561","35,510"
2007,09,HELIOS RESIDENCES,CAIRNHILL CIRCLE,Winnervest Investment Pte Ltd,Non-Landed,CCR,140,69,69,0,0,0,-,-,-
2007,09,HERITAGE RESIDENCES,LORONG L TELOK KURAU,Warees Land Pte Ltd,Non-Landed,OCR,19,19,19,0,0,0,-,-,-
2007,09,HILLCREST VILLA,HILLCREST ROAD,MCL Land Realty Pte Ltd,Strata-Landed,CCR,163,163,162,1,163,162,"9,311","8,590","10,656"
2007,09,HILLTOPS,CAIRNHILL CIRCLE,Taraville Pte Ltd,Non-Landed,CCR,241,4,4,0,4,4,"44,488","42,808","51,796"
2007,09,HILLVISTA,ELIZABETH DRIVE,Beauty World Properties Pte Ltd,Non-Landed,OCR,127,0,0,0,0,0,-,-,-
2007,09,ICON,GOPENG STREET,Lucky Pinnacle Pte Ltd,Non-Landed,CCR,646,646,615,31,0,3,"22,830","20,699","23,885"
2007,09,IDYLLIC RESIDENCES,LORONG M TELOK KURAU,Hillwood Development Pte Ltd,Non-Landed,OCR,29,29,17,12,0,1,"8,708","8,708","8,708"
2007,09,ILLOURA,OLD HOLLAND ROAD,Brisbane Development Pte Ltd,Strata-Landed,CCR,30,30,14,16,17,2,"11,862","10,635","13,078"
2007,09,IMPERIAL HEIGHTS,IPOH LANE,Fragrance Properties Pte Ltd,Non-Landed,RCR,100,100,100,0,0,0,-,-,-
2007,09,INOVA 100,LORONG N TELOK KURAU,Sunshine Land Pte Ltd,Non-Landed,OCR,9,0,0,0,0,0,-,-,-
2007,09,INTERO,LEICESTER ROAD,Fortune Homes Pte Ltd,Non-Landed,RCR,48,48,48,0,0,0,-,-,-
2007,09,IRIDIUM,LINCOLN ROAD,Novelty Properties Pte Ltd,Non-Landed,CCR,45,45,45,0,0,0,-,-,-
2007,09,JARDIN,DUNEARN ROAD,YHS Dunearn Pte Ltd,Non-Landed,RCR,140,0,0,0,0,0,-,-,-
2007,09,JLB RESIDENCES,JALAN LOYANG BESAR,Springlife JLB Pte Ltd,Non-Landed,OCR,36,36,35,1,0,0,-,-,-
2007,09,JULUCA,PASIR PANJANG ROAD,Heeton Residence Pte Ltd,Strata-Landed,RCR,17,0,0,0,0,0,-,-,-
2007,09,KING'S 8,KING'S ROAD,Longitude Central Pte Ltd,Strata-Landed,CCR,8,8,3,5,8,3,"9,795","9,763","10,269"
2007,09,KOVANA,KOVAN ROAD,Vandar Properties Pte Ltd,Non-Landed,OCR,18,5,5,0,1,1,"8,030","8,030","8,030"
2007,09,L'VIV,NEWTON ROAD,Winnorth Investment Pte Ltd,Non-Landed,CCR,100,0,0,0,0,0,-,-,-
2007,09,LA CASA,WOODLANDS DRIVE 16,Tanglin View Pte Ltd,Exec Condo,OCR,444,398,340,58,0,20,"6,071","5,554","6,222"
2007,09,LANDED HOUSING DEVELOPMENT,BARKER ROAD,Hong Leong Holdings Ltd,Landed,CCR,9,0,0,0,0,0,-,-,-
2007,09,LANDED HOUSING DEVELOPMENT,HIGHLAND ROAD,Fragrance Land Pte Ltd,Landed,OCR,12,12,12,0,0,0,-,-,-
2007,09,LANDED HOUSING DEVELOPMENT,HOLLAND PARK,Lion (S) Pte Ltd,Landed,CCR,8,5,5,0,0,0,-,-,-
2007,09,LANDED HOUSING DEVELOPMENT,HUA GUAN AVENUE,DDS Development Pte Ltd,Strata-Landed,RCR,6,0,0,0,0,0,-,-,-
2007,09,LANDED HOUSING DEVELOPMENT,JALAN DAUD/JALAN ISHAK,Papageno Investment Pte Ltd,Landed,OCR,6,0,0,0,0,0,-,-,-
2007,09,LANDED HOUSING DEVELOPMENT,JALAN PEMIMPIN/MARYMOUNT TERRACE,Soon Lian Realty Pte Ltd,Landed,RCR,23,10,8,2,0,0,-,-,-
2007,09,LANDED HOUSING DEVELOPMENT,JALAN SELAMAT/JALAN KRIAN,Odeon Leasing Pte Ltd,Landed,OCR,6,6,4,2,0,0,-,-,-
2007,09,LANDED HOUSING DEVELOPMENT,MOUNT ROSIE,One Mount Rosie Pte Ltd,Strata-Landed,CCR,12,12,12,0,0,0,-,-,-
2007,09,LANDED HOUSING DEVELOPMENT,PEIRCE ROAD,Far East Land And Housing Development Co Pte Ltd,Landed,CCR,6,0,0,0,0,0,-,-,-
2007,09,LANDED HOUSING DEVELOPMENT,SIGLAP HILL,Galaxy Ventures Pte Ltd,Strata-Landed,OCR,6,6,3,3,0,2,"7,535","7,255","7,815"
2007,09,LANDED HOUSING DEVELOPMENT,SWETTENHAM ROAD,Glaxton Trading Pte Ltd,Landed,CCR,7,5,5,0,0,0,-,-,-
2007,09,LANDED HOUSING DEVELOPMENT,THOMSON HILL,Kwang Lee Hang Pte Ltd,Landed,OCR,11,11,11,0,11,11,"10,925","7,287","11,464"
2007,09,LANDED HOUSING DEVELOPMENT,YIO CHU KANG ROAD,Novelty Pte Ltd,Strata-Landed,OCR,36,36,36,0,0,0,-,-,-
2007,09,LATITUDE,JALAN MUTIARA,Phoenix Realty Pte Ltd,Non-Landed,CCR,127,0,0,0,0,0,-,-,-
2007,09,LE MERRITT,LORONG M TELOK KURAU,Primelot Properties Pte Ltd,Non-Landed,OCR,23,23,22,1,0,3,"9,128","8,956","9,343"
2007,09,LE REVE,SIMS AVENUE EAST/KAMPONG EUNOS,Hong Leong Holdings Ltd,Non-Landed,OCR,65,65,65,0,0,0,-,-,-
2007,09,LEGEND @ JANSEN,JANSEN ROAD,Fragrance Land Pte Ltd,Strata-Landed,OCR,12,0,0,0,0,0,-,-,-
2007,09,LEONIE PARC VIEW,LEONIE HILL ROAD,SB (Orchard) Development Pte Ltd,Non-Landed,CCR,44,44,30,14,0,0,-,-,-
2007,09,LORNIE 18,LORNIE ROAD,Clydesbuilt Capital Pte Ltd,Strata-Landed,CCR,18,18,3,15,0,0,-,-,-
2007,09,LUCIDA,SUFFOLK ROAD,Novelty Organisation Pte Ltd,Non-Landed,CCR,62,0,0,0,0,0,-,-,-
2007,09,LUMA,RIVER VALLEY GROVE,Novelty Holdings Pte Ltd,Non-Landed,CCR,75,75,3,72,0,0,-,-,-
2007,09,LUMIERE,MISTRI ROAD/PARSI ROAD,BS Shenton Pte Ltd,Non-Landed,CCR,168,100,97,3,0,0,-,-,-
2007,09,LYNNSVILLE 331,PASIR PANJANG ROAD,Kim Leong Development Pte Ltd,Strata-Landed,RCR,19,19,19,0,0,0,-,-,-
